day;type;player;value
1;Message;2200;0.11428571428571428
1;Message;7682;0.11428571428571428
1;Message;4298;0.05714285714285714
1;Message;5402;0.02857142857142857
1;Message;5142;0.02857142857142857
1;Trade;2200;0.17142857142857143
1;Trade;10460;0.05714285714285714
1;Trade;4298;0.02857142857142857
1;Trade;11533;0.02857142857142857
1;Trade;2347;0.02857142857142857
1;Total;2200;0.2
1;Total;7682;0.11428571428571428
1;Total;4298;0.08571428571428572
1;Total;10460;0.05714285714285714
1;Total;5402;0.02857142857142857
2;Message;2600;0.9824561403508771
2;Message;2200;0.15789473684210525
2;Message;4298;0.07017543859649122
2;Message;10460;0.05263157894736842
2;Message;9067;0.03508771929824561
2;Trade;2200;0.05263157894736842
2;Trade;5402;0.03508771929824561
2;Trade;4298;0.017543859649122806
2;Trade;6690;0.017543859649122806
2;Trade;6759;0.017543859649122806
2;Total;2600;0.9824561403508771
2;Total;2200;0.17543859649122806
2;Total;4298;0.07017543859649122
2;Total;10460;0.05263157894736842
2;Total;5402;0.03508771929824561
3;Message;2200;0.20588235294117646
3;Message;10460;0.08823529411764706
3;Message;10843;0.08823529411764706
3;Message;862;0.08823529411764706
3;Message;6690;0.08823529411764706
3;Trade;2200;0.08823529411764706
3;Trade;5402;0.058823529411764705
3;Trade;6690;0.029411764705882353
3;Trade;4298;0.029411764705882353
3;Trade;6759;0.029411764705882353
3;Total;2200;0.20588235294117646
3;Total;10460;0.08823529411764706
3;Total;10843;0.08823529411764706
3;Total;862;0.08823529411764706
3;Total;5402;0.08823529411764706
4;Message;862;0.17857142857142858
4;Message;10843;0.10714285714285714
4;Message;2200;0.10714285714285714
4;Message;2347;0.10714285714285714
4;Message;6759;0.07142857142857142
4;Trade;2200;0.07142857142857142
4;Trade;2347;0.03571428571428571
4;Trade;862;0.03571428571428571
4;Trade;5402;0.03571428571428571
4;Trade;6759;0.0
4;Total;2200;0.17857142857142858
4;Total;862;0.17857142857142858
4;Total;10843;0.10714285714285714
4;Total;2347;0.10714285714285714
4;Total;6759;0.07142857142857142
5;Message;2600;0.07407407407407407
5;Message;2200;0.07407407407407407
5;Message;862;0.07407407407407407
5;Message;3092;0.07407407407407407
5;Message;10460;0.037037037037037035
5;Trade;2200;0.14814814814814814
5;Trade;5402;0.037037037037037035
5;Trade;862;0.037037037037037035
5;Trade;1961;0.037037037037037035
5;Trade;2180;0.037037037037037035
5;Total;2200;0.14814814814814814
5;Total;2600;0.07407407407407407
5;Total;862;0.07407407407407407
5;Total;3092;0.07407407407407407
5;Total;6230;0.07407407407407407
6;Message;2200;0.1935483870967742
6;Message;6230;0.16129032258064516
6;Message;8444;0.12903225806451613
6;Message;10843;0.0967741935483871
6;Message;7682;0.06451612903225806
6;Trade;2200;0.16129032258064516
6;Trade;11533;0.06451612903225806
6;Trade;4298;0.06451612903225806
6;Trade;10460;0.03225806451612903
6;Trade;9135;0.03225806451612903
6;Total;2200;0.25806451612903225
6;Total;6230;0.16129032258064516
6;Total;8444;0.12903225806451613
6;Total;4298;0.0967741935483871
6;Total;10843;0.0967741935483871
7;Message;2600;0.9807692307692307
7;Message;9320;0.09615384615384616
7;Message;2200;0.07692307692307693
7;Message;6230;0.07692307692307693
7;Message;10843;0.057692307692307696
7;Trade;2200;0.1346153846153846
7;Trade;1584;0.038461538461538464
7;Trade;2347;0.019230769230769232
7;Trade;6113;0.019230769230769232
7;Trade;11858;0.019230769230769232
7;Total;2600;0.9807692307692307
7;Total;2200;0.1346153846153846
7;Total;9320;0.09615384615384616
7;Total;6230;0.07692307692307693
7;Total;10843;0.057692307692307696
8;Message;2600;1.0
8;Message;2200;0.11764705882352941
8;Message;7712;0.09803921568627451
8;Message;4298;0.058823529411764705
8;Message;6230;0.058823529411764705
8;Trade;2200;0.0392156862745098
8;Trade;8444;0.0196078431372549
8;Trade;4245;0.0196078431372549
8;Trade;11533;0.0196078431372549
8;Trade;9135;0.0196078431372549
8;Total;2600;1.0
8;Total;2200;0.13725490196078433
8;Total;7712;0.09803921568627451
8;Total;4298;0.058823529411764705
8;Total;6230;0.058823529411764705
9;Message;7712;0.19444444444444445
9;Message;2200;0.1111111111111111
9;Message;4298;0.08333333333333333
9;Message;6230;0.08333333333333333
9;Message;2600;0.08333333333333333
9;Trade;2200;0.1388888888888889
9;Trade;6759;0.05555555555555555
9;Trade;8444;0.05555555555555555
9;Trade;6337;0.05555555555555555
9;Trade;10460;0.027777777777777776
9;Total;2200;0.19444444444444445
9;Total;7712;0.19444444444444445
9;Total;4298;0.1111111111111111
9;Total;2600;0.1111111111111111
9;Total;6230;0.08333333333333333
10;Message;7682;0.15384615384615385
10;Message;2200;0.1282051282051282
10;Message;7712;0.10256410256410256
10;Message;4298;0.07692307692307693
10;Message;2600;0.07692307692307693
10;Trade;2200;0.1282051282051282
10;Trade;11533;0.05128205128205128
10;Trade;10460;0.02564102564102564
10;Trade;5402;0.02564102564102564
10;Trade;6230;0.02564102564102564
10;Total;2200;0.20512820512820512
10;Total;7682;0.15384615384615385
10;Total;7712;0.10256410256410256
10;Total;4298;0.07692307692307693
10;Total;6230;0.07692307692307693
11;Message;2600;0.9821428571428571
11;Message;4298;0.03571428571428571
11;Message;2200;0.03571428571428571
11;Message;1961;0.03571428571428571
11;Message;7712;0.017857142857142856
11;Trade;2200;0.07142857142857142
11;Trade;3092;0.03571428571428571
11;Trade;7737;0.017857142857142856
11;Trade;1584;0.017857142857142856
