day;type;player;value
1;Message;2200;0.040336134453781515
1;Message;7682;0.02689075630252101
1;Message;4298;0.0067226890756302525
1;Message;5402;0.0
1;Message;3523;0.0
1;Trade;10460;0.0025210084033613447
1;Trade;2200;0.0
1;Trade;5402;0.0
1;Trade;3523;0.0
1;Trade;4245;0.0
1;Total;2200;0.09747899159663866
1;Total;7682;0.04285714285714286
1;Total;4298;0.026050420168067228
1;Total;10460;0.018487394957983194
1;Total;5402;0.010924369747899159
2;Message;2600;0.23151629072681704
2;Message;2200;0.0675125313283208
2;Message;4298;0.03587092731829574
2;Message;6759;0.021616541353383457
2;Message;10460;0.017230576441102756
2;Trade;2200;0.003132832080200501
2;Trade;4298;0.0012531328320802004
2;Trade;6690;0.0009398496240601503
2;Trade;6113;0.0
2;Trade;10460;0.0
2;Total;2600;0.24890350877192982
2;Total;2200;0.07111528822055138
2;Total;4298;0.03649749373433584
2;Total;6759;0.021616541353383457
2;Total;10460;0.017543859649122806
3;Message;2200;0.14705882352941177
3;Message;6690;0.08912655971479501
3;Message;2600;0.07932263814616755
3;Message;10843;0.0374331550802139
3;Message;10460;0.026737967914438502
3;Trade;2200;0.0035650623885918
3;Trade;6690;0.00267379679144385
3;Trade;10460;0.0
3;Trade;10843;0.0
3;Trade;862;0.0
3;Total;2200;0.14171122994652408
3;Total;6690;0.08912655971479501
3;Total;2600;0.07932263814616755
3;Total;10843;0.03163992869875223
3;Total;10460;0.026737967914438502
4;Message;862;0.06547619047619048
4;Message;10843;0.0496031746031746
4;Message;7963;0.04497354497354497
4;Message;2200;0.04365079365079365
4;Message;2347;0.027116402116402115
4;Trade;2347;0.0013227513227513227
4;Trade;6759;0.0
4;Trade;10460;0.0
4;Trade;2600;0.0
4;Trade;4298;0.0
4;Total;862;0.07275132275132275
4;Total;10843;0.062169312169312166
4;Total;2200;0.062169312169312166
4;Total;7963;0.05291005291005291
4;Total;2347;0.041005291005291
5;Message;2200;0.01282051282051282
5;Message;2600;0.002849002849002849
5;Message;10843;0.002849002849002849
5;Message;862;0.0014245014245014246
5;Message;8444;0.0
5;Trade;5402;0.0014245014245014246
5;Trade;2600;0.0
5;Trade;8444;0.0
5;Trade;10460;0.0
5;Trade;4298;0.0
5;Total;2200;0.05413105413105413
5;Total;10843;0.02849002849002849
5;Total;6230;0.017094017094017096
5;Total;5402;0.014245014245014245
5;Total;2600;0.011396011396011397
6;Message;2200;0.0956989247311828
6;Message;6230;0.03870967741935484
6;Message;10843;0.024731182795698924
6;Message;7682;0.02258064516129032
6;Message;8444;0.02258064516129032
6;Trade;11533;0.002150537634408602
6;Trade;10460;0.0
6;Trade;4245;0.0
6;Trade;9523;0.0
6;Trade;10697;0.0
6;Total;2200;0.11093189964157706
6;Total;6230;0.03118279569892473
6;Total;10843;0.02974910394265233
6;Total;7682;0.024731182795698924
6;Total;8444;0.022401433691756276
7;Message;2200;0.01998491704374057
7;Message;9320;0.01897938662644545
7;Message;6230;0.018099547511312215
7;Message;10843;0.012003519356460532
7;Message;6759;0.0008798391151332328
7;Trade;1584;0.0003770739064856712
7;Trade;3092;0.0
7;Trade;2200;0.0
7;Trade;862;0.0
7;Trade;3281;0.0
7;Total;9320;0.033685268979386625
7;Total;2200;0.03318250377073907
7;Total;6230;0.02356711915535445
7;Total;10843;0.01784816490698844
7;Total;4298;0.015522875816993463
8;Message;2600;0.28431372549019607
8;Message;7712;0.08183006535947711
8;Message;2200;0.05084967320261439
8;Message;6230;0.0354248366013072
8;Message;9320;0.019803921568627456
8;Trade;2200;0.000392156862745098
8;Trade;10460;0.0
8;Trade;6759;0.0
8;Trade;2600;0.0
8;Trade;4298;0.0
8;Total;2600;0.31431372549019615
8;Total;7712;0.08294117647058823
8;Total;2200;0.07156862745098039
8;Total;6230;0.0519607843137255
8;Total;9320;0.03823529411764707
9;Message;7712;0.125
9;Message;6230;0.07023809523809524
9;Message;2600;0.04801587301587302
9;Message;2200;0.04642857142857143
9;Message;4298;0.03253968253968254
9;Trade;2200;0.002380952380952381
9;Trade;6337;0.0007936507936507937
9;Trade;1961;0.0
9;Trade;10460;0.0
9;Trade;9320;0.0
9;Total;7712;0.35820105820105824
9;Total;2200;0.17387566137566135
9;Total;4298;0.05582010582010582
9;Total;6230;0.047817460317460314
9;Total;6759;0.032275132275132276
10;Message;2200;0.12078272604588394
10;Message;7682;0.09244264507422402
10;Message;7712;0.06680161943319839
10;Message;4298;0.05735492577597841
10;Message;2600;0.03441295546558704
10;Trade;11533;0.001349527665317139
10;Trade;6230;0.0006747638326585695
10;Trade;4298;0.0
10;Trade;862;0.0
10;Trade;7682;0.0
10;Total;2200;0.20040485829959515
10;Total;7712;0.1349527665317139
10;Total;7682;0.12449392712550607
10;Total;4298;0.07354925775978408
10;Total;6230;0.05128205128205128
11;Message;2600;0.08668831168831169
11;Message;4298;0.01753246753246753
11;Message;2200;0.0006493506493506494
11;Message;6230;0.0
11;Message;10460;0.0
11;Trade;3092;0.0003246753246753247
11;Trade;6230;0.0
11;Trade;4298;0.0
11;Trade;10460;0.0
11;Trade;7712;0.0
11;Total;2600;0.20357142857142857
11;Total;7712;0.11915584415584415
11;Total;2200;0.03506493506493506
11;Total;4298;0.01753246753246753
11;Total;3092;0.01753246753246753
12;Message;2200;0.12054507337526206
12;Message;2600;0.09014675052410902
12;Message;862;0.03738644304682041
