1260682175,5844,9117
1260682160,3793,7993
1260682159,3793,7993
1260682156,3793,7993
1260682156,3793,7993
1260682154,3372,4238
1260682154,3793,7993
1260682152,3793,7993
1260682150,3793,7993
1260682150,3793,7993
1260682147,3793,7993
1260682144,8295,7278
1260682145,3793,7993
1260682144,9700,5351
1260682133,6138,5353
1260682129,3372,4238
1260682122,2543,597
1260682121,3372,4238
1260682111,2470,10470
1260682089,6346,12199
1260682063,1258,93
1260682054,1476,2543
1260682055,597,37
1260682027,5353,6138
1260682024,5844,9117
1260682017,1476,2543
1260682012,1476,2543
1260682001,2104,312
1260682001,5681,9544
1260681980,2104,312
1260681971,2265,5841
1260681960,983,2543
1260681956,983,2543
1260681955,3854,9550
1260681952,983,2543
1260681951,9788,2135
1260681951,3854,9550
1260681944,3854,9550
1260681940,3854,9550
1260681937,3854,9550
1260681933,3854,9550
1260681934,521,330
1260681933,8806,7840
1260681924,3854,9550
1260681915,3854,9550
1260681899,2247,2747
1260681899,7993,6758
1260681895,2247,2734
1260681887,2247,2734
1260681876,2797,10258
1260681834,3738,6421
1260681819,5351,9700
1260681812,1163,7993
1260681811,762,663
1260681804,2543,597
1260681805,8816,4238
1260681804,4541,7986
1260681801,2543,597
1260681770,2135,9788
1260681768,597,1312
1260681763,8806,7840
1260681757,6957,762
1260681739,775,597
1260681732,37,4360
1260681725,37,5087
1260681722,983,2543
1260681721,2734,2247
1260681718,983,2543
1260681717,6485,6733
1260681714,4844,7993
1260681691,4844,7993
1260681690,4844,7993
1260681649,5868,5776
1260681625,2063,2626
1260681625,2626,2063
1260681612,6284,9018
1260681612,6918,7176
1260681603,6284,9018
1260681588,8806,4524
1260681584,8806,4524
1260681570,2626,2063
1260681570,2063,2626
1260681531,8574,6533
1260681526,8424,2478
1260681523,1258,10470
1260681512,2626,2063
1260681512,2063,2626
1260681493,597,775
1260681482,4733,6560
1260681481,4733,6560
1260681467,6733,6485
1260681441,7017,3218
1260681423,7176,10935
1260681423,10935,7176
1260681418,10935,7176
1260681418,7176,10935
1260681395,7952,540
1260681395,5684,3725
1260681387,597,2543
1260681386,2543,2258
1260681382,2543,2258
1260681372,6091,6129
1260681367,775,597
1260681353,7952,540
1260681317,5844,3207
1260681311,521,330
1260681281,6560,4733
1260681280,6560,4733
1260681277,1121,8806
1260681277,628,2878
1260681277,8806,1121
1260681274,628,2878
1260681271,628,2878
1260681268,628,2878
1260681256,2543,2258
1260681239,6091,6129
1260681208,521,330
1260681207,597,775
1260681207,2247,2734
1260681199,2878,2104
1260681190,8806,7840
1260681189,2878,2104
1260681180,2878,2104
1260681168,6102,7281
1260681168,7281,6102
1260681160,6102,7281
1260681160,7281,6102
1260681153,5105,2419
1260681150,597,2543
1260681137,5105,2419
1260681135,8806,7840
1260681131,6485,3865
1260681132,2543,2258
1260681123,7281,6102
1260681123,6102,7281
1260681099,37,5087
1260681081,2734,2247
1260681068,5139,10258
1260681067,5841,8806
1260681067,8806,5841
1260681059,2543,597
1260681058,7993,10027
1260681050,3511,2463
1260681027,2543,2258
1260681012,9486,5353
1260681007,5234,4696
1260681002,8444,10646
1260680967,6091,6129
1260680944,2104,2878
1260680937,8347,8806
1260680935,9486,5353
1260680934,2104,2878
1260680933,8806,4360
1260680928,2200,7712
1260680925,2104,2878
1260680920,4360,37
1260680916,93,1258
1260680906,7993,10027
1260680899,8806,7840
1260680883,10258,10491
1260680882,597,2543
1260680882,6164,2251
1260680882,7539,6485
1260680882,6485,7539
1260680854,5684,3725
1260680854,1481,3100
1260680852,9486,5353
1260680849,5684,3725
1260680822,326,330
1260680799,3783,1669
1260680790,1918,1476
1260680773,7840,8806
1260680771,7206,4328
1260680771,4328,7206
1260680728,6421,3738
1260680718,2747,2247
1260680711,4298,6337
1260680699,2543,2258
1260680681,7434,7281
1260680671,7780,7986
1260680656,7840,8806
1260680632,7434,7281
1260680599,7434,7281
1260680593,5755,8013
1260680587,7434,7281
1260680583,9018,6284
1260680577,7434,7281
1260680574,9018,6284
1260680566,37,5087
1260680556,7434,7281
1260680547,3895,2063
1260680536,6485,7539
1260680536,7539,6485
1260680536,10027,7993
1260680533,37,7403
1260680526,3865,6485
1260680500,6421,9700
1260680460,663,762
1260680438,10491,7176
1260680435,2475,5681
1260680422,6758,7993
1260680416,5087,37
1260680415,10027,7993
1260680406,6222,6683
1260680405,4994,7539
1260680401,5087,37
1260752393,6877,983
1260752387,1747,9508
1260752380,4541,5784
1260752373,11049,1317
1260752372,9522,9508
1260752348,4916,983
1260752346,1114,1124
1260752342,4916,983
1260752317,5795,391
1260752317,391,5795
1260752311,2496,6102
1260752289,2496,6102
1260752274,2543,4661
1260752266,3401,9188
1260752263,3401,9188
1260752247,3401,9188
1260752239,3441,6479
1260752234,4197,2574
1260752225,4510,6877
1260752217,1494,9018
1260752213,2121,2114
1260752208,8291,7672
1260752203,4916,983
1260752188,5105,2033
1260752188,2033,5105
1260752185,2033,5105
1260752185,5105,2033
1260752170,11398,983
1260752170,983,11398
1260752168,2734,2247
1260752161,7952,540
1260752159,4916,983
1260752154,6300,8303
1260752147,1038,540
1260752144,5844,9117
1260752140,9722,9117
1260752136,5844,9117
1260752136,5368,358
1260752136,5368,358
1260752135,5368,358
1260752131,7056,12358
1260752097,3963,3599
1260752093,4633,5351
1260752091,8806,7993
1260752091,7993,8806
1260752065,12009,6346
1260752037,5858,9117
1260752013,5858,9117
1260752002,4916,983
1260751981,7428,7162
1260751981,7162,7428
1260751977,6237,4341
1260751976,5139,296
1260751925,8040,1476
1260751922,2747,2247
1260751915,2137,5858
1260751914,296,7682
1260751911,296,7682
1260751907,1124,1056
1260751900,10460,5795
1260751898,11718,31
1260751895,6479,3441
1260751865,2574,4197
1260751847,216,5559
1260751847,5559,216
1260751838,1747,9508
1260751821,5908,391
1260751811,6918,7214
1260751809,11106,3634
1260751786,6300,8303
1260751773,7993,8806
1260751773,8806,7993
1260751764,2114,2121
1260751730,2062,3506
1260751726,6918,7214
1260751719,3441,6479
1260751704,375,321
1260751694,6353,5668
1260751686,93,597
1260751686,597,93
1260751677,9534,9117
1260751654,5105,6222
1260751645,9535,6237
1260751645,6237,9535
1260751642,5351,6222
1260751637,6479,3441
1260751602,510,10491
1260751602,10491,510
1260751587,7403,3116
1260751587,6198,7162
1260751586,5261,5220
1260751584,6198,7162
1260751556,2179,32
1260751545,2959,4391
1260751542,11718,5794
1260751490,3047,3276
1260751490,3276,3047
