Day,0,1-10,11-20,21-30,31-40,41-50,51-60,61-70,71-80,81-90,91-100,>100
1,0.09505988023952096,0.7200598802395209,0.11601796407185629,0.033682634730538924,0.016467065868263474,0.005988023952095809,0.0037425149700598802,0.0029940119760479044,0.0007485029940119761,0.002245508982035928,0.0007485029940119761,0.002245508982035928
2,0.0958904109589041,0.7298325722983258,0.1095890410958904,0.0334855403348554,0.015220700152207,0.00684931506849315,0.0030441400304414,0.00228310502283105,0.00228310502283105,0.0015220700152207,0.0,0.0
3,0.10038910505836576,0.7151750972762646,0.10739299610894941,0.045914396887159536,0.014785992217898832,0.00933852140077821,0.0031128404669260703,0.0007782101167315176,0.0015564202334630351,0.0,0.0,0.0015564202334630351
4,0.08529650690495533,0.7262388302193339,0.12022745735174654,0.04224207961007311,0.010560519902518278,0.0,0.005686433793663688,0.003249390739236393,0.002437043054427295,0.002437043054427295,0.0,0.0016246953696181965
5,0.08293460925039872,0.7169059011164274,0.12280701754385964,0.03349282296650718,0.01674641148325359,0.009569377990430622,0.008771929824561403,0.004784688995215311,0.001594896331738437,0.0,0.0,0.0023923444976076554
6,0.08087091757387248,0.7153965785381027,0.11119751166407466,0.04743390357698289,0.02332814930015552,0.00933125972006221,0.0038880248833592537,0.003110419906687403,0.0023328149300155523,0.0015552099533437014,0.0,0.0015552099533437014
7,0.08957528957528957,0.7096525096525097,0.12046332046332046,0.036293436293436294,0.019305019305019305,0.009266409266409266,0.007722007722007722,0.003088803088803089,0.0015444015444015444,0.0007722007722007722,0.0015444015444015444,0.0007722007722007722
8,0.08778930566640064,0.7063048683160414,0.13248204309656825,0.03272146847565842,0.020750199521149242,0.009577015163607342,0.00558659217877095,0.0023942537909018356,0.0,0.0023942537909018356,0.0,0.0
9,0.083596214511041,0.7350157728706624,0.11435331230283911,0.027602523659305992,0.017350157728706624,0.011041009463722398,0.003943217665615142,0.0031545741324921135,0.0015772870662460567,0.0007886435331230284,0.0007886435331230284,0.0007886435331230284
10,0.08733974358974358,0.7011217948717948,0.1346153846153846,0.03766025641025641,0.01842948717948718,0.011217948717948718,0.004006410256410256,0.004807692307692308,0.0,0.0,0.0008012820512820513,0.0
11,0.0912863070539419,0.7012448132780082,0.13195020746887967,0.036514522821576766,0.014937759336099586,0.00995850622406639,0.005809128630705394,0.004149377593360996,0.0008298755186721991,0.0,0.0008298755186721991,0.0024896265560165973
12,0.0925764192139738,0.6838427947598253,0.1205240174672489,0.050655021834061134,0.021834061135371178,0.016593886462882096,0.0069868995633187774,0.0026200873362445414,0.0008733624454148472,0.0017467248908296944,0.0008733624454148472,0.0008733624454148472
13,0.08821104699093157,0.6908491343775762,0.1261335531739489,0.05193734542456719,0.01978565539983512,0.00989282769991756,0.004122011541632316,0.00494641384995878,0.0016488046166529267,0.0008244023083264633,0.0016488046166529267,0.0
14,0.07449392712550608,0.7165991902834008,0.1214574898785425,0.03805668016194332,0.019433198380566803,0.012145748987854251,0.005668016194331984,0.004048582995951417,0.0016194331983805667,0.004048582995951417,0.0,0.0024291497975708503
15,0.08507089241034195,0.677231025854879,0.12844036697247707,0.04670558798999166,0.026688907422852376,0.01834862385321101,0.006672226855713094,0.004170141784820684,0.0008340283569641367,0.0025020850708924102,0.0025020850708924102,0.0008340283569641367
16,0.08115183246073299,0.675392670157068,0.14048865619546247,0.041884816753926704,0.030541012216404886,0.013089005235602094,0.004363001745200698,0.005235602094240838,0.0017452006980802793,0.002617801047120419,0.0008726003490401396,0.002617801047120419
17,0.07962328767123288,0.6815068493150684,0.1344178082191781,0.04965753424657534,0.02054794520547945,0.017123287671232876,0.0059931506849315065,0.0017123287671232876,0.0025684931506849314,0.003424657534246575,0.0017123287671232876,0.0017123287671232876
