1261027792,4811,3029
1261027776,7518,10918
1261027767,7518,1577
1261027766,7403,1790
1261027766,10650,10151
1261027765,5264,7868
1261027759,2117,8531
1261027759,8992,10345
1261027753,2370,2888
1261027753,2370,951
1261027752,4510,7617
1261027742,7518,1776
1261027739,2370,1456
1261027733,5614,1623
1261027729,2370,2821
1261027724,7518,10238
1261027723,4566,3780
1261027723,7518,10941
1261027717,9018,8345
1261027718,1804,7570
1261027710,5264,4018
1261027706,4811,6977
1261027705,10057,5660
1261027703,8213,11890
1261027696,9879,9022
1261027695,5264,2726
1261027691,4811,7828
1261027686,12240,12155
1261027683,9018,7951
1261027671,5264,9704
1261027661,5264,12255
1261027657,9018,8244
1261027657,3104,9832
1261027654,2370,9705
1261027651,2170,2325
1261027638,5264,9782
1261027635,2909,3497
1261027634,9018,3835
1261027619,2909,80
1261027617,7518,35
1261027607,9621,11496
1261027603,2370,2888
1261027596,5841,10941
1261027595,2370,1300
1261027587,1804,1275
1261027586,9018,11081
1261027584,5353,3876
1261027571,7518,6912
1261027558,8213,12339
1261027555,8806,11496
1261027551,2370,2598
1261027543,5614,2314
1261027540,186,360
1261027538,6628,7242
1261027525,8213,12179
1261027521,7322,8616
1261027520,11587,10400
1261027518,124,9582
1261027497,2909,3316
1261027494,2370,3089
1261027493,7518,12083
1261027491,2909,5473
1261027481,8806,6062
1261027478,5264,10904
1261027475,10603,11518
1261027474,2370,2888
1261027472,7518,6207
1261027462,9018,8531
1261027460,2370,2425
1261027459,5264,5660
1261027458,2216,2314
1261027448,5614,2986
1261027447,7518,322
1261027441,10603,11518
1261027435,2891,4041
1261027433,6034,870
1261027426,6628,11591
1261027419,9621,11496
1261027419,9018,8531
1261027416,2912,2045
1261027416,7518,2471
1261027413,4622,7300
1261027405,5351,7830
1261027396,1804,718
1261027394,9018,3531
1261027390,11398,6348
1261027367,2377,11474
1261027364,6346,7621
1261027361,1804,4349
1261027353,6181,6977
1261027340,6628,11603
1261027337,2463,3151
1261027336,2909,4269
1261027330,2543,704
1261027325,7518,6620
1261027320,9621,11496
1261027314,5264,12230
1261027313,2909,1790
1261027313,5264,11343
1261027312,7836,5670
1261027305,6346,6492
1261027301,10603,8118
1261027296,12196,11993
1261027293,7518,6176
1261027284,6034,11474
1261027281,3044,8190
1261027271,2543,449
1261027272,5264,11545
1261027270,5050,2787
1261027270,6628,10238
1261027268,9018,10528
1261027267,7518,2449
1261027265,8806,5279
1261027263,12384,12194
1261027261,1804,8119
1261027261,2891,1623
1261027250,6034,8047
1261027247,2982,8217
1261027245,2370,1776
1261027243,9508,11674
1261027241,10650,10151
1261027242,4622,4488
1261027235,9018,2998
1261027233,5333,6019
1261027233,2909,6912
1261027231,5527,5195
1261027221,2909,9748
1261027213,12240,11982
1261027212,8806,4481
1261027207,7518,6247
1261027200,11587,11990
1261027192,10650,4069
1261027190,7518,9537
1261027186,2370,2679
1261027184,9018,8244
1261027183,2909,12080
1261027179,12240,12377
1261027179,6628,7242
1261027174,4811,6703
1261027172,12196,12104
1261027170,5841,4041
1261027155,5264,10363
1261027153,12384,12201
1261027147,6034,870
1261027144,12240,12286
1261027141,8806,5686
1261027141,5614,704
1261027134,7518,9900
1261027123,2370,2688
1261027121,12384,11987
1261027111,4510,4481
1261027106,12240,12117
1261027102,2587,720
1261027102,1804,8337
1261027102,8806,11496
1261027100,2370,1452
1261027098,5264,12007
1261027091,12343,11382
1261027091,2370,2888
1261027084,5140,10345
1261027083,5614,3744
1261027081,2909,5195
1261027079,6628,10238
1261027079,5527,4828
1261027078,8213,12156
1261027076,12362,12122
1261027072,2909,6854
1261027067,3044,8190
1261027058,10603,7778
1261027055,2137,6703
1261027051,9018,3628
1261027042,8806,7868
1261027042,4811,4376
1261027040,5614,449
1261027040,2370,2888
1261027038,6628,11674
1261027033,5264,11063
1261027029,7518,8602
1261027028,2370,9705
1261027027,9018,3835
1261027024,4510,4394
1261027023,5527,7714
1261027022,8806,9537
1261027016,2370,1475
1261027014,6628,11411
1261027014,2909,4107
1261027010,7836,5670
1261027006,5527,7714
1261027006,8932,7096
1261027006,7518,105
1261027004,8992,6759
1261027004,2370,1929
1261027003,4273,6926
1261027000,11234,9900
1261026992,5264,4868
1261026988,6003,7691
1261026987,6838,10113
1261026982,11398,11820
1261026981,8992,6916
1261026956,8213,12217
1261026954,10650,10151
1261026950,8806,5180
1261026937,2370,361
1261026934,7518,4930
1261026928,12240,12283
1261026925,8213,12334
1261026917,11398,12202
1261026912,1208,102
1261026901,2370,2027
1261026898,7518,1099
1261026896,8213,12123
1261026892,2216,986
1261026886,8992,8143
1261026882,186,402
1261026881,2370,2622
1261026880,2370,1300
1261026880,5614,1613
1261026879,5614,449
1261026874,6628,10798
1261026863,4566,3780
1261026856,2216,2674
1261026852,4215,7558
1261026851,2370,2821
1261026849,10057,11662
1261026849,2909,3183
1261026845,5264,11859
1261026842,8806,4394
1261026841,5841,6703
1261026841,2470,2908
1261026840,2370,4253
1261026836,2370,2640
1261026835,8806,7782
1261026830,5333,2266
1261026822,5140,10625
1261026819,9018,5663
1261026812,10189,9603
1261026800,2909,4228
1261026792,1804,1234
1261026790,5264,4018
1261026786,2370,1456
1261026784,6628,11363
1261026775,7518,10349
1261026773,7162,7542
1261026770,8992,8082
1261026765,7518,10238
1261026763,2543,704
1261026759,6628,10451
1261026759,6838,6742
1261026752,8806,7714
1261026747,2370,1776
1261026741,6628,8082
1261026730,8213,12255
1261026721,8992,6759
1261026720,6780,9022
1261026718,9018,6742
1261026718,4311,4050
1261026699,7278,9059
1261026698,8992,9011
1261026698,2891,8337
1261026688,9018,8531
1261026688,2891,986
1261026689,4622,4798
1261026683,8821,6798
1261026675,2370,4050
1261026666,4118,6467
1261026660,12240,12285
1261026659,10603,7218
1261026656,2216,5180
1261026648,7836,5670
1261026645,2370,2888
1261026644,4811,6703
1261026639,11587,12114
1261026635,7518,200
1261026626,2370,951
1261026623,9018,10528
1261026618,2370,2425
1261026614,9018,4600
1261026613,2909,12197
1261026606,4811,7828
1261026602,5264,6654
1261026600,8375,9313
1261026598,11398,7598
1261026595,2123,4140
1261026595,2370,2821
1261026595,9018,3531
1261026590,6628,7251
1261026583,11234,12299
1261026582,2909,6792
1261026576,7518,1275
1261026576,8806,11496
1261026575,7518,2986
1261026572,6034,6742
1261026569,7518,6343
1261026565,5264,1963
1261026549,2909,9203
1261026547,8213,12236
1261026547,7518,12152
1261026542,7518,5713
1261026538,12384,12194
1261026535,8397,5478
1261026511,8806,7680
1261026504,7518,11365
1261026504,6838,5660
1261026502,8397,5478
1261026500,2370,810
1261026496,8806,7233
1261026496,6628,10932
1261026494,7518,7500
1261026486,2370,1535
1261026484,4518,4968
1261026483,5264,677
1261026478,10603,8631
1261026476,2909,11198
1261026477,2370,677
1261026464,7518,2621
1261026458,5483,5660
1261026445,2370,1475
1261026443,5264,3835
1261026429,10057,7303
1261026425,186,402
1261026422,2115,6362
1261026421,2543,449
1261026421,2115,6362
1261026420,2115,6362
1261026420,2115,6362
1261026419,6628,10463
1261026419,6628,7251
1261026418,7518,5279
1261026416,5264,12226
1261026412,7518,11198
1261026400,2891,3614
1261026400,2370,839
1261026399,7518,7700
1261026390,4541,6259
1261026388,9018,10113
1261026386,2891,4490
1261026385,6780,9049
1261026383,6780,9049
1261026378,4510,4481
1261026379,8806,7680
1261026375,7518,9838
1261026373,2370,3842
1261026372,10603,10560
1261026363,6628,9652
1261026361,103,5116
1261026357,12434,11930
1261026356,10650,10151
1261026356,4510,7617
1261026355,11587,10400
1261026350,5614,1623
1261026344,5514,552
1261026343,2216,956
1261026337,7518,1686
1261026335,7518,7345
1261026325,2370,10316
1261026324,12384,8925
1261026323,10650,10151
1261026314,6034,11474
1261026313,5353,3485
1261026308,2909,4394
1261026302,5353,3485
1261026301,2370,1438
1261026297,5841,10298
1261026296,7518,4424
1261026295,580,704
1261026289,2370,2027
1261026288,5264,12081
1261026273,4811,6703
1261026270,7836,5670
1261026267,10603,6751
1261026256,5351,6626
1261026249,5140,3692
1261026241,2543,704
1261026231,3180,3086
1261026229,5841,4490
1261026225,8139,10105
1261026223,7518,5472
1261026217,7518,6500
1261026216,5264,7570
1261026213,6034,7303
1261026211,2982,9834
1261026202,5527,7163
1261026184,9018,8345
1261026172,10189,9953
1261026171,5264,10258
1261026163,4622,4798
1261026158,3388,6937
1261026151,2909,5180
1261026149,4811,6620
1261026149,1804,870
1261026147,7518,11354
1261026145,11234,12272
1261026135,6780,9049
1261026134,2370,2888
1261026126,2587,720
1261026124,6034,1577
1261026114,6628,10105
1261026110,4811,6703
1261026108,6363,1018
1261026107,7289,7084
1261026104,2909,5522
1261026100,10603,11518
1261026100,9018,9870
1261026100,6628,10345
1261026098,2543,704
1261026093,1804,2557
1261026086,2891,4490
1261026081,6628,10463
1261026074,2370,1737
1261026074,7963,8025
1261026068,2909,9792
1261026068,4811,5195
1261026067,8806,6793
1261026066,4811,9307
1261026060,7518,4937
1261026054,6313,1280
1261026049,2543,704
1261026047,9126,9425
1261026041,2216,1091
1261026038,2909,8019
1261026037,1804,4041
1261026037,8213,11545
1261026033,4854,5443
1261026030,7518,677
1261026023,1804,3504
1261026020,2543,2728
1261026018,2370,5400
1261026016,5264,6262
