day,averageDegree
1,3.330899541
2,2.924395633
3,3.142651129
4,3.133860129
5,3.598439319
6,3.51444299
7,3.487367462
8,3.340720242
9,3.078889087
10,3.551790822
11,3.374196551
12,3.617240098
13,3.683813206
14,3.773873636
15,3.928341467
16,3.970032624
17,3.99941547
18,3.626012291
19,3.502933977
20,3.605863051
21,3.778963923
22,3.687097087
23,3.180835243
24,3.505279684
25,3.601275823
26,4.320227096
27,4.172335432
28,3.949627347
29,4.158085601
30,4.00391625
