day,averageDegree
1,5.954555455
2,5.117684858
3,5.526219677
4,4.977270982
5,6.068596387
6,5.591247113
7,5.325741284
8,5.555851482
9,6.37416672
10,5.966037397
11,4.613892863
12,5.865331701
13,5.756781697
14,5.395464545
15,4.769326909
16,5.88801905
17,5.207501082
18,5.604248259
19,6.62749538
20,4.978216725
21,5.494406015
22,6.334544535
23,6.19539835
24,5.61067336
25,3.813301139
26,3.615342429
27,4.423456509
28,4.220673265
29,3.399322715
30,3.863942292
