day,type,range,value
25,N_T,1-10,0.318987342
25,N_T,11-20,0.062025316
25,N_T,21-30,0.016455696
25,N_T,31-40,0.005063291
25,N_T,41-50,0.005063291
25,N_T,51-60,0.001265823
25,N_T,61-70,0.001898734
25,N_T,71-80,0.001265823
25,N_T,81-90,0.000632911
25,N_T,91-100,0.0
25,N_T,>100,0.002531646
26,N_T,0,0.549525102
26,N_T,1-10,0.334464043
26,N_T,11-20,0.059701493
26,N_T,21-30,0.027815468
26,N_T,31-40,0.012890095
26,N_T,41-50,0.005427408
26,N_T,51-60,0.004070556
26,N_T,61-70,0.002035278
26,N_T,71-80,0.000678426
26,N_T,81-90,0.0
26,N_T,91-100,0.002035278
26,N_T,>100,0.001356852
27,N_T,0,0.576553491
27,N_T,1-10,0.31069827
27,N_T,11-20,0.052530429
27,N_T,21-30,0.033952594
27,N_T,31-40,0.0128123
27,N_T,41-50,0.00512492
27,N_T,51-60,0.003203075
27,N_T,61-70,0.001921845
27,N_T,71-80,0.0
27,N_T,81-90,0.00128123
27,N_T,91-100,0.0
27,N_T,>100,0.001921845
28,N_T,0,0.571428571
28,N_T,1-10,0.322704082
28,N_T,11-20,0.057397959
28,N_T,21-30,0.024234694
28,N_T,31-40,0.010841837
28,N_T,41-50,0.00255102
28,N_T,51-60,0.003188776
28,N_T,61-70,0.003188776
28,N_T,71-80,0.0
28,N_T,81-90,0.001913265
28,N_T,91-100,0.001913265
28,N_T,>100,0.000637755
29,N_T,0,0.551890034
29,N_T,1-10,0.329209622
29,N_T,11-20,0.06185567
29,N_T,21-30,0.029553265
29,N_T,31-40,0.011683849
29,N_T,41-50,0.006872852
29,N_T,51-60,0.002749141
29,N_T,61-70,0.003436426
29,N_T,71-80,0.000687285
29,N_T,81-90,0.0
29,N_T,91-100,0.000687285
29,N_T,>100,0.00137457
30,N_T,0,0.569661458
30,N_T,1-10,0.3203125
30,N_T,11-20,0.059244792
30,N_T,21-30,0.027994792
30,N_T,31-40,0.009114583
30,N_T,41-50,0.00390625
30,N_T,51-60,0.005859375
30,N_T,61-70,0.0
30,N_T,71-80,0.000651042
30,N_T,81-90,0.001302083
30,N_T,91-100,0.000651042
30,N_T,>100,0.001302083
1,S_M,0,0.177419355
1,S_M,1-10,0.658357771
1,S_M,11-20,0.127077224
1,S_M,21-30,0.021016618
1,S_M,31-40,0.007331378
1,S_M,41-50,0.002443793
1,S_M,51-60,0.002932551
1,S_M,61-70,0.001955034
1,S_M,71-80,0.0
1,S_M,81-90,0.000977517
1,S_M,91-100,0.000488759
1,S_M,>100,0.0
2,S_M,0,0.155954631
2,S_M,1-10,0.710775047
2,S_M,11-20,0.103497164
2,S_M,21-30,0.016540643
2,S_M,31-40,0.006616257
2,S_M,41-50,0.002835539
2,S_M,51-60,0.001417769
2,S_M,61-70,0.00094518
2,S_M,71-80,0.001417769
2,S_M,81-90,0.0
2,S_M,91-100,0.0
2,S_M,>100,0.0
3,S_M,0,0.191532258
