day,averageDegree
1,1.014672757
2,0.88706104
3,0.973800323
4,0.966418269
5,1.094250838
6,1.150525464
7,1.010421502
8,0.907369753
9,1.135972636
10,1.043297671
11,1.24133321
12,1.191940207
13,1.160319563
14,1.517055455
15,1.429461288
16,1.309964751
17,1.53627635
18,1.281796942
19,1.31755386
20,1.375476999
21,1.295153213
22,1.508718709
23,1.430228447
24,1.538757675
25,1.230389747
26,1.195396703
27,1.408722364
28,1.356515102
29,1.38557701
30,1.20704125
