day,type,range,value
25,N_M,41-50,0.000632911
25,N_M,51-60,0.001265823
25,N_M,61-70,0.000632911
25,N_M,71-80,0.0
25,N_M,81-90,0.0
25,N_M,91-100,0.000632911
25,N_M,>100,0.0
26,N_M,0,0.761872456
26,N_M,1-10,0.204884668
26,N_M,11-20,0.021709634
26,N_M,21-30,0.004748982
26,N_M,31-40,0.00339213
26,N_M,41-50,0.002035278
26,N_M,51-60,0.0
26,N_M,61-70,0.000678426
26,N_M,71-80,0.000678426
26,N_M,81-90,0.0
26,N_M,91-100,0.0
26,N_M,>100,0.0
27,N_M,0,0.779628443
27,N_M,1-10,0.192825112
27,N_M,11-20,0.016015375
27,N_M,21-30,0.00512492
27,N_M,31-40,0.004484305
27,N_M,41-50,0.00128123
27,N_M,51-60,0.0
27,N_M,61-70,0.0
27,N_M,71-80,0.000640615
27,N_M,81-90,0.0
27,N_M,91-100,0.0
27,N_M,>100,0.0
28,N_M,0,0.768494898
28,N_M,1-10,0.204081633
28,N_M,11-20,0.021683673
28,N_M,21-30,0.003826531
28,N_M,31-40,0.00127551
28,N_M,41-50,0.000637755
28,N_M,51-60,0.0
28,N_M,61-70,0.0
28,N_M,71-80,0.0
28,N_M,81-90,0.0
28,N_M,91-100,0.0
28,N_M,>100,0.0
29,N_M,0,0.730584192
29,N_M,1-10,0.239175258
29,N_M,11-20,0.017869416
29,N_M,21-30,0.006185567
29,N_M,31-40,0.002061856
29,N_M,41-50,0.002061856
29,N_M,51-60,0.00137457
29,N_M,61-70,0.0
29,N_M,71-80,0.0
29,N_M,81-90,0.0
29,N_M,91-100,0.0
29,N_M,>100,0.000687285
30,N_M,0,0.783203125
30,N_M,1-10,0.192708333
30,N_M,11-20,0.013020833
30,N_M,21-30,0.007161458
30,N_M,31-40,0.001953125
30,N_M,41-50,0.001302083
30,N_M,51-60,0.0
30,N_M,61-70,0.0
30,N_M,71-80,0.000651042
30,N_M,81-90,0.0
30,N_M,91-100,0.0
30,N_M,>100,0.0
1,N_T,0,0.543499511
1,N_T,1-10,0.369990225
1,N_T,11-20,0.056695992
1,N_T,21-30,0.017595308
1,N_T,31-40,0.003910068
1,N_T,41-50,0.00342131
1,N_T,51-60,0.000488759
1,N_T,61-70,0.001466276
1,N_T,71-80,0.0
1,N_T,81-90,0.001466276
1,N_T,91-100,0.0
1,N_T,>100,0.001466276
2,N_T,0,0.574196597
2,N_T,1-10,0.351606805
2,N_T,11-20,0.048204159
2,N_T,21-30,0.012287335
2,N_T,31-40,0.005671078
2,N_T,41-50,0.003308129
2,N_T,51-60,0.002362949
2,N_T,61-70,0.00094518
2,N_T,71-80,0.001417769
2,N_T,81-90,0.0
2,N_T,91-100,0.0
2,N_T,>100,0.0
3,N_T,0,0.550403226
3,N_T,1-10,0.368951613
3,N_T,11-20,0.050907258
3,N_T,21-30,0.017137097
3,N_T,31-40,0.007056452
3,N_T,41-50,0.003024194
3,N_T,51-60,0.000504032
3,N_T,61-70,0.001008065
3,N_T,71-80,0.0
3,N_T,81-90,0.0
3,N_T,91-100,0.0
3,N_T,>100,0.001008065
4,N_T,0,0.551937984
4,N_T,1-10,0.369509044
4,N_T,11-20,0.050129199
4,N_T,21-30,0.015503876
4,N_T,31-40,0.005684755
4,N_T,41-50,0.000516796
4,N_T,51-60,0.003100775
4,N_T,61-70,0.001550388
4,N_T,71-80,0.001033592
4,N_T,81-90,0.000516796
4,N_T,91-100,0.0
4,N_T,>100,0.000516796
5,N_T,0,0.528272251
5,N_T,1-10,0.380628272
5,N_T,11-20,0.055497382
5,N_T,21-30,0.018324607
5,N_T,31-40,0.005759162
5,N_T,41-50,0.005759162
5,N_T,51-60,0.003141361
5,N_T,61-70,0.00104712
5,N_T,71-80,0.0
5,N_T,81-90,0.0
5,N_T,91-100,0.00052356
5,N_T,>100,0.00104712
6,N_T,0,0.529381443
6,N_T,1-10,0.37371134
6,N_T,11-20,0.057731959
6,N_T,21-30,0.02371134
6,N_T,31-40,0.006701031
6,N_T,41-50,0.003092784
6,N_T,51-60,0.00257732
6,N_T,61-70,0.002061856
6,N_T,71-80,0.000515464
6,N_T,81-90,0.000515464
6,N_T,91-100,0.0
6,N_T,>100,0.0
7,N_T,0,0.549826475
7,N_T,1-10,0.352503718
7,N_T,11-20,0.060981656
7,N_T,21-30,0.019831433
7,N_T,31-40,0.006445216
