Day,0,1-10,11-20,21-30,31-40,41-50,51-60,61-70,71-80,81-90,91-100,>100
17,0.29742268041237113,0.35670103092783506,0.14845360824742268,0.08402061855670104,0.049484536082474224,0.025257731958762887,0.01752577319587629,0.010309278350515464,0.004639175257731959,0.0005154639175257732,0.002061855670103093,0.0036082474226804126
18,0.30157068062827225,0.3706806282722513,0.1356020942408377,0.07643979057591622,0.04607329842931937,0.029842931937172777,0.014136125654450262,0.008900523560209424,0.007853403141361256,0.0020942408376963353,0.0010471204188481676,0.005759162303664921
19,0.2930747922437673,0.3844875346260388,0.1440443213296399,0.08310249307479224,0.043213296398891966,0.026592797783933517,0.010526315789473684,0.006648199445983379,0.00110803324099723,0.0016620498614958448,0.0016620498614958448,0.003878116343490305
20,0.3228995057660626,0.3542009884678748,0.15485996705107083,0.0829214717188358,0.032399780340472265,0.02580999450851181,0.011532125205930808,0.0060406370126304225,0.0027457440966501922,0.003844041735310269,0.0016474464579901153,0.001098297638660077
21,0.3096280087527352,0.37800875273522977,0.13730853391684902,0.08041575492341356,0.04048140043763676,0.023522975929978117,0.01586433260393873,0.007111597374179431,0.0032822757111597373,0.0005470459518599562,0.0005470459518599562,0.0032822757111597373
22,0.31380281690140843,0.4028169014084507,0.1323943661971831,0.06591549295774649,0.036619718309859155,0.02028169014084507,0.013521126760563381,0.006197183098591549,0.0028169014084507044,0.0022535211267605635,0.0005633802816901409,0.0028169014084507044
23,0.30600461893764436,0.407621247113164,0.13337182448036952,0.06986143187066975,0.03464203233256351,0.02367205542725173,0.010392609699769052,0.004618937644341801,0.0011547344110854503,0.0040415704387990765,0.0017321016166281756,0.002886836027713626
24,0.30885780885780884,0.40617715617715616,0.13053613053613053,0.06818181818181818,0.03613053613053613,0.02505827505827506,0.011655011655011656,0.002913752913752914,0.004079254079254079,0.0017482517482517483,0.0005827505827505828,0.004079254079254079
25,0.2872727272727273,0.42,0.13696969696969696,0.08303030303030302,0.03090909090909091,0.017575757575757574,0.010303030303030303,0.0036363636363636364,0.0030303030303030303,0.0036363636363636364,0.0018181818181818182,0.0018181818181818182
26,0.2863170584689572,0.39300783604581074,0.1350210970464135,0.07775768535262206,0.0433996383363472,0.02591922845087402,0.01567209162145871,0.009041591320072333,0.006027727546714889,0.0012055455093429777,0.0012055455093429777,0.0054249547920434
27,0.3037602820211516,0.408930669800235,0.12514688601645124,0.06227967097532315,0.038777908343125736,0.0282021151586369,0.013513513513513514,0.008225616921269096,0.0035252643948296123,0.002937720329024677,0.0,0.004700352526439483
28,0.3061849357011635,0.38946723821187995,0.13655848132271892,0.06062461726883037,0.04654011022657685,0.027556644213104716,0.01224739742804654,0.007960808328230252,0.003674219228413962,0.003674219228413962,0.001837109614206981,0.003674219228413962
29,0.30445103857566763,0.4023738872403561,0.13471810089020772,0.06172106824925816,0.04451038575667656,0.026706231454005934,0.013056379821958458,0.004154302670623145,0.002373887240356083,0.0011869436201780415,0.0005934718100890207,0.004154302670623145
30,0.30310407790626903,0.41022519780888617,0.11503347534996956,0.07486305538648813,0.035909920876445525,0.030432136335970784,0.01278149726110773,0.00852099817407182,0.0018259281801582471,0.0030432136335970784,0.0012172854534388314,0.0030432136335970784
