Day,Type,Range,Value
18,Message,91-100,0.0005777007510109763
18,Message,>100,0.002310803004043905
19,Message,0,0.024125452352231604
19,Message,1-10,0.6990349819059107
19,Message,11-20,0.18516284680337755
19,Message,21-30,0.046441495778045835
19,Message,31-40,0.025331724969843185
19,Message,41-50,0.0048250904704463205
19,Message,51-60,0.006031363088057901
19,Message,61-70,0.0036188178528347406
19,Message,71-80,0.0012062726176115801
19,Message,81-90,0.0018094089264173703
19,Message,91-100,0.0
19,Message,>100,0.0024125452352231603
20,Message,0,0.026675341574495772
20,Message,1-10,0.7963565387117761
20,Message,11-20,0.11450878334417697
20,Message,21-30,0.03318152244632401
20,Message,31-40,0.01756668835393624
20,Message,41-50,0.007807417046193884
20,Message,51-60,0.0013012361743656475
20,Message,61-70,0.0
20,Message,71-80,0.0006506180871828237
20,Message,81-90,0.0013012361743656475
20,Message,91-100,0.0
20,Message,>100,0.0006506180871828237
21,Message,0,0.02480916030534351
21,Message,1-10,0.7792620865139949
21,Message,11-20,0.14185750636132316
21,Message,21-30,0.02862595419847328
21,Message,31-40,0.011450381679389313
21,Message,41-50,0.006361323155216285
21,Message,51-60,0.0031806615776081423
21,Message,61-70,0.0006361323155216285
21,Message,71-80,0.001272264631043257
21,Message,81-90,0.0019083969465648854
21,Message,91-100,0.0
21,Message,>100,0.0006361323155216285
22,Message,0,0.021328458257160267
22,Message,1-10,0.7586837294332724
22,Message,11-20,0.12858013406459476
22,Message,21-30,0.044485070079219986
22,Message,31-40,0.021328458257160267
22,Message,41-50,0.010359536867763558
22,Message,51-60,0.005484460694698354
22,Message,61-70,0.003656307129798903
22,Message,71-80,0.0006093845216331506
22,Message,81-90,0.0018281535648994515
22,Message,91-100,0.0006093845216331506
22,Message,>100,0.0030469226081657527
23,Message,0,0.024509803921568627
23,Message,1-10,0.7775735294117647
23,Message,11-20,0.12377450980392157
23,Message,21-30,0.042279411764705885
23,Message,31-40,0.010416666666666666
23,Message,41-50,0.00980392156862745
23,Message,51-60,0.0030637254901960784
23,Message,61-70,0.003676470588235294
23,Message,71-80,0.001838235294117647
23,Message,81-90,0.0006127450980392157
23,Message,91-100,0.0012254901960784314
23,Message,>100,0.0012254901960784314
24,Message,0,0.022867737948084055
24,Message,1-10,0.7441285537700866
24,Message,11-20,0.18046971569839307
24,Message,21-30,0.027194066749072928
24,Message,31-40,0.012978986402966625
24,Message,41-50,0.004326328800988875
24,Message,51-60,0.002472187886279357
24,Message,61-70,0.0012360939431396785
24,Message,71-80,0.002472187886279357
24,Message,81-90,0.0012360939431396785
24,Message,91-100,0.0006180469715698393
24,Message,>100,0.0
25,Message,0,0.027255029201817
25,Message,1-10,0.8565866320571057
25,Message,11-20,0.08306294613887086
25,Message,21-30,0.01946787800129786
25,Message,31-40,0.005191434133679429
25,Message,41-50,0.0025957170668397143
25,Message,51-60,0.0012978585334198572
25,Message,61-70,0.0
25,Message,71-80,0.001946787800129786
25,Message,81-90,0.0
25,Message,91-100,0.0012978585334198572
25,Message,>100,0.0012978585334198572
26,Message,0,0.033503277494537506
26,Message,1-10,0.8324836125273124
26,Message,11-20,0.09104151493080845
26,Message,21-30,0.016751638747268753
26,Message,31-40,0.014566642388929352
26,Message,41-50,0.005098324836125273
26,Message,51-60,0.0029133284777858705
26,Message,61-70,0.0007283321194464676
26,Message,71-80,0.0
26,Message,81-90,0.0021849963583394027
26,Message,91-100,0.0
26,Message,>100,0.0007283321194464676
27,Message,0,0.021985343104596936
27,Message,1-10,0.8334443704197202
27,Message,11-20,0.0966022651565623
27,Message,21-30,0.020652898067954697
27,Message,31-40,0.010659560293137908
27,Message,41-50,0.007994670219853431
27,Message,51-60,0.0033311125916055963
27,Message,61-70,0.0006662225183211193
27,Message,71-80,0.002664890073284477
27,Message,81-90,0.0006662225183211193
27,Message,91-100,0.0006662225183211193
27,Message,>100,0.0006662225183211193
28,Message,0,0.036375661375661374
28,Message,1-10,0.8187830687830688
28,Message,11-20,0.1078042328042328
28,Message,21-30,0.01984126984126984
28,Message,31-40,0.00992063492063492
28,Message,41-50,0.003968253968253968
28,Message,51-60,0.0013227513227513227
28,Message,61-70,0.0013227513227513227
28,Message,71-80,0.0
28,Message,81-90,0.0
28,Message,91-100,0.0
28,Message,>100,0.0006613756613756613
29,Message,0,0.03551136363636364
29,Message,1-10,0.8558238636363636
29,Message,11-20,0.06676136363636363
29,Message,21-30,0.02556818181818182
29,Message,31-40,0.005681818181818182
29,Message,41-50,0.004971590909090909
29,Message,51-60,0.0035511363636363635
29,Message,61-70,0.002130681818181818
29,Message,71-80,0.0
29,Message,81-90,0.0
29,Message,91-100,0.0
29,Message,>100,0.0
30,Message,0,0.023809523809523808
30,Message,1-10,0.8359788359788359
30,Message,11-20,0.09854497354497355
30,Message,21-30,0.021164021164021163
30,Message,31-40,0.008597883597883597
30,Message,41-50,0.005291005291005291
30,Message,51-60,0.0013227513227513227
30,Message,61-70,0.003968253968253968
30,Message,71-80,0.0006613756613756613
30,Message,81-90,0.0006613756613756613
30,Message,91-100,0.0
30,Message,>100,0.0
