Day,0,1-10,11-20,21-30,31-40,41-50,51-60,61-70,71-80,81-90,91-100,>100
11,0.16265560165975104,0.6323651452282157,0.12116182572614108,0.04232365145228216,0.014107883817427386,0.00995850622406639,0.008298755186721992,0.0033195020746887966,0.0008298755186721991,0.0,0.0008298755186721991,0.004149377593360996
12,0.1633187772925764,0.6096069868995633,0.11528384279475982,0.05851528384279476,0.02096069868995633,0.016593886462882096,0.005240174672489083,0.005240174672489083,0.0017467248908296944,0.0017467248908296944,0.0,0.0017467248908296944
13,0.17807089859851608,0.6034624896949712,0.12283594394064304,0.05358615004122012,0.01483924154987634,0.008244023083264633,0.006595218466611707,0.005770816158285243,0.0016488046166529267,0.0032976092333058533,0.0,0.0016488046166529267
14,0.18704453441295546,0.6032388663967612,0.10931174089068826,0.04291497975708502,0.026720647773279354,0.008906882591093117,0.008097165991902834,0.004048582995951417,0.0032388663967611335,0.0024291497975708503,0.0008097165991902834,0.0032388663967611335
15,0.17848206839032527,0.591326105087573,0.12260216847372811,0.041701417848206836,0.02418682235195997,0.016680567139282735,0.008340283569641367,0.0050041701417848205,0.0050041701417848205,0.003336113427856547,0.0008340283569641367,0.0025020850708924102
16,0.1719022687609075,0.599476439790576,0.11780104712041885,0.04013961605584642,0.03315881326352531,0.015706806282722512,0.004363001745200698,0.006980802792321117,0.0017452006980802793,0.0017452006980802793,0.0034904013961605585,0.0034904013961605585
17,0.1738013698630137,0.5941780821917808,0.1292808219178082,0.04280821917808219,0.021404109589041095,0.017123287671232876,0.00684931506849315,0.004280821917808219,0.0017123287671232876,0.004280821917808219,0.0017123287671232876,0.0025684931506849314
18,0.1891891891891892,0.6033129904097646,0.11857018308631212,0.04010462074978204,0.02005231037489102,0.006974716652136007,0.006102877070619006,0.0052310374891020054,0.0026155187445510027,0.0026155187445510027,0.0008718395815170009,0.004359197907585004
19,0.21292083712465878,0.5741583257506825,0.12738853503184713,0.039126478616924476,0.020928116469517744,0.006369426751592357,0.003639672429481347,0.003639672429481347,0.004549590536851683,0.0,0.0018198362147406734,0.00545950864422202
20,0.19712918660287082,0.6,0.10909090909090909,0.0354066985645933,0.023923444976076555,0.010526315789473684,0.009569377990430622,0.0,0.004784688995215311,0.003827751196172249,0.0019138755980861245,0.003827751196172249
21,0.18613861386138614,0.5762376237623762,0.1306930693069307,0.046534653465346534,0.019801980198019802,0.020792079207920793,0.005940594059405941,0.005940594059405941,0.0029702970297029703,0.0009900990099009901,0.0009900990099009901,0.0029702970297029703
22,0.18395303326810175,0.5655577299412916,0.14774951076320939,0.03913894324853229,0.026418786692759294,0.011741682974559686,0.009784735812133072,0.0029354207436399216,0.0019569471624266144,0.004892367906066536,0.0009784735812133072,0.004892367906066536
23,0.18361303060217177,0.5932872655478776,0.12339585389930899,0.040473840078973346,0.028627838104639685,0.009871668311944718,0.011846001974333662,0.0019743336623889436,0.0019743336623889436,0.0019743336623889436,0.0019743336623889436,0.0009871668311944718
24,0.16531440162271804,0.6105476673427992,0.11967545638945233,0.035496957403651115,0.02535496957403651,0.015212981744421906,0.010141987829614604,0.007099391480730223,0.002028397565922921,0.0,0.002028397565922921,0.007099391480730223
25,0.1622983870967742,0.6169354838709677,0.13407258064516128,0.037298387096774195,0.020161290322580645,0.009072580645161291,0.006048387096774193,0.0030241935483870967,0.0020161290322580645,0.0030241935483870967,0.0,0.006048387096774193
26,0.1462655601659751,0.6348547717842323,0.1078838174273859,0.05186721991701245,0.022821576763485476,0.014522821576763486,0.0031120331950207467,0.006224066390041493,0.004149377593360996,0.001037344398340249,0.001037344398340249,0.006224066390041493
27,0.17082917082917082,0.5854145854145855,0.11888111888111888,0.058941058941058944,0.027972027972027972,0.011988011988011988,0.00999000999000999,0.005994005994005994,0.002997002997002997,0.000999000999000999,0.0,0.005994005994005994
28,0.16617502458210423,0.6096361848574238,0.11799410029498525,0.04523107177974434,0.02654867256637168,0.011799410029498525,0.003933136676499509,0.008849557522123894,0.0009832841691248771,0.0029498525073746312,0.0,0.0058997050147492625
29,0.13824419778002017,0.6266397578203835,0.11907164480322906,0.05146316851664985,0.030272452068617558,0.013118062563067608,0.006054490413723511,0.007063572149344097,0.0020181634712411706,0.0010090817356205853,0.0020181634712411706,0.0030272452068617556
30,0.140641158221303,0.6194415718717684,0.12202688728024819,0.06101344364012409,0.022750775594622543,0.010341261633919338,0.007238883143743537,0.007238883143743537,0.002068252326783868,0.0031023784901758012,0.002068252326783868,0.002068252326783868
